soil_type,ph,ec,oc,av_p,av_k,av_s,av_zn,av_b,av_fe,av_cu,av_mn
Red,8.4,0.14,0.31,27.7,63,17,1.06,1.8,6.137,1.593,15.53
Sandy,8.7,0.22,0.65,51.2,70,19,0.49,1.8,5.403,0.907,9.693
Sandy,8.7,0.12,0.3,19,57,22,0.64,1.02,11.47,0.988,15.68
Red,8.9,0.09,0.28,8,31,25,0.42,1.08,6.235,1.774,17.69
Red,9.3,0.11,0.26,6.4,36,9,0.44,1.26,6.675,0.887,14.69
Black,9.1,0.12,0.3,9.6,33,16,0.29,1.56,4.963,1.21,16.59
Black,9.3,0.11,0.23,6.9,31,27,0.55,1.5,6.43,1.472,16.62
Red,5.9,0.16,0.76,12.6,112,7,0.72,0.6,45.95,4.934,26.17
Red,6.8,0.16,0.9,19.4,121,29,1.73,1.32,33.33,4.189,15.12
Red,7.3,0.14,0.68,17,130,2,2.72,0.78,17.48,3.838,9.793
Red,7.4,0.16,0.63,129.2,158,3,2.67,0.72,15.77,3.969,7.162
Red,7.5,0.2,0.75,12.1,167,14,2.41,0.72,14.23,3.092,6.535
Red,7.7,0.2,0.81,11.7,160,2,2.61,2.34,13.06,2.961,6.832
Red,7.8,0.17,0.96,16.5,111,12,2.77,0.12,13.78,3.004,6.601
Red,7.7,0.17,1,13.1,130,3,2.68,0.54,14.86,3.355,7.327
Red,7.6,0.17,0.92,10.7,121,2,2.43,0.3,13.87,2.961,6.337
Red,7.7,0.15,0.82,13.6,133,2,2.57,0.24,14.05,3.224,7.888
Red,7.6,0.17,0.57,17.5,158,2,2.58,0.3,15.14,3.487,7.261
Red,7.6,0.19,0.48,38.4,167,2,2.3,0.06,11.89,2.917,6.601
Red,7.7,0.18,0.41,19.4,121,5,2.28,0.3,11.98,2.785,6.7
Red,7.7,0.17,0.37,15.1,112,5,2.43,0.72,12.52,2.39,6.469
Red,7.6,0.18,0.59,13.1,134,2,2.58,1.56,14.32,3.311,7.03
Red,7.7,0.19,0.37,12.6,121,5,2.81,0.48,13.6,3.355,7.393
Red,7.6,0.17,0.86,21.9,111,2,2.54,0.24,12.88,3.268,7.393
Red,7.6,0.16,0.83,20.4,166,8,2.54,0.36,13.24,2.961,7.096
Red,7.7,0.19,0.87,16.5,102,2,2.88,0.24,12.97,2.961,6.931
Red,7.7,0.17,1,18,118,46,2.61,0.66,14.05,3.004,7.393
Red,7.3,0.28,0.52,20.9,238,17,0.29,0.12,18.63,1.652,7.53
Red,7.3,0.19,0.53,18.9,197,16,0.32,0.18,15.11,1.481,6.841
Red,7.2,0.18,0.46,16,58,16,0.24,0.24,14.53,1.309,6.662
Red,7.3,0.18,0.57,19.4,248,43,0.26,0.18,14.44,1.481,5.823
Red,7.2,0.22,0.53,18.5,134,45,0.22,0.3,15.21,1.438,6.243
Red,7.2,0.24,0.52,16,239,32,0.21,0.12,15.38,1.609,6.632
Red,7.2,0.25,0.38,14.1,264,33,0.21,0.12,14.7,1.481,5.823
Red,7.3,0.31,0.44,19.4,257,34,0.21,0.06,15.47,1.524,6.003
Red,7.3,0.25,0.45,18.9,186,38,0.2,0.18,16.24,1.609,5.763
Red,7.2,0.26,0.54,22.3,258,36,0.23,0.12,16.32,1.609,6.063
Red,7.2,0.24,1.07,21.4,217,35,0.24,0.24,15.13,1.438,5.464
Red,7.2,0.16,1.45,14.6,175,50,0.2,0.12,11.54,1.18,4.716
Red,7.2,0.14,0.4,13.6,210,33,0.21,0.12,11.03,1.223,4.775
Red,7.2,0.16,0.44,17,206,28,0.17,0.18,11.54,1.18,4.326
Red,7.2,0.19,0.63,15.5,93,22,0.2,0.12,12.56,1.137,4.596
Red,7.2,0.22,0.41,16.5,187,25,0.17,0.18,12.65,1.18,4.775
Red,7.2,0.23,0.47,17,210,32,0.23,0.36,13.42,1.266,5.135
Red,7.1,0.41,1.01,21.9,186,57,1.11,0.42,14.62,2.296,6.871
Red,7.3,0.48,1.24,34,189,68,2.31,0.42,14.36,3.069,9.506
Red,7.3,0.5,1.29,33,194,75,2.55,0.36,14.7,3.369,9.955
Sandy,5.3,0.07,0.29,13.1,50,1,0.39,0.78,24.39,0.335,7.429
Sandy,5.3,0.08,0.37,12.1,56,10,0.57,1.02,23.06,0.61,5.2
Sandy,5.3,0.06,0.38,11.7,56,5,0.65,0.78,23.69,0.531,7.743
Sandy,5.1,0.06,0.31,15.5,57,17,0.61,0.96,19.37,0.571,6.743
Sandy,5.1,0.06,0.38,11.2,53,74,0.58,0.78,21.33,0.453,7.086
Sandy,5.1,0.06,0.34,13.6,52,5,0.45,0.9,22.12,0.217,7.086
Sandy,5.1,0.06,0.37,15.1,55,11,0.31,0.78,21.8,0.217,6.657
Sandy,4.9,0.06,0.35,14.1,54,11,0.26,0.78,22.43,0.413,4.714
Sandy,4.9,0.05,0.31,14.1,54,55,0.31,0.66,24.09,0.295,4.2
Sandy,5.1,0.05,0.33,15.1,57,71,0.33,0.66,22.82,0.295,7.143
Red,5.1,0.07,0.36,11.2,60,6,0.42,0.72,17.88,0.492,3.914
Red,5.2,0.08,0.46,12.6,55,8,0.62,0.54,17.65,0.492,2.914
Red,5.2,0.08,0.4,14.6,53,2,0.52,0.6,17.73,0.61,3.171
Red,5.3,0.08,0.41,15.5,41,2,0.54,0.9,19.29,0.689,4.171
Red,5.1,0.07,0.37,17,53,2,0.56,0.66,16.94,0.768,2.8
Red,5.2,0.06,0.38,13.1,51,2,0.62,0.24,20.16,0.728,3.857
Red,5.9,0.13,0.29,11.7,52,10,0.71,0.9,20.63,0.846,3.971
Red,6,0.16,0.23,13.1,52,5,1.2,0.84,20.47,1.516,3.457
Red,6,0.15,0.32,9.2,48,2,1.08,0.66,17.33,1.28,3.514
Red,5.9,0.11,0.35,17.5,62,5,0.78,1.08,20,1.122,3.629
Black,8.3,0.19,0.21,22.6,190,22,0.32,1.2,1.796,0.68,1.063
Black,8.4,0.12,0.06,42.1,168,12,0.32,0.3,1.945,0.82,1.106
Red,8.1,0.14,0.07,61.2,36,9,0.34,0.3,2.573,0.74,1.491
Sandy,8.7,0.06,0.2,42.9,99,17,0.34,0.24,1.748,0.82,0.863
Sandy,8.1,0.08,0.16,22.6,80,11,0.31,0.42,2.039,0.56,0.82
Sandy,8.2,0.17,0.31,60.1,37,12,0.41,0.24,3.204,1.02,1.205
Red,8.2,0.05,0.22,44,97,47,0.25,0.12,1.796,0.36,1.034
Sandy,8,0.04,0.3,46.9,67,21,0.38,0.42,3.641,0.5,1.961
Sandy,8,0.04,0.05,38.5,63,10,0.29,0.36,7.961,0.56,1.462
Red,8.5,0.08,0.14,30.8,81,11,0.31,0.3,5.922,0.96,2.161
Sandy,7.2,0.05,0.25,50.6,137,26,0.48,0.54,4.175,0.7,1.248
Red,8.4,0.11,0.32,38,88,32,0.27,0.72,2.476,0.92,3.559
Black,7.5,0.05,0.6,28.9,117,11,0.48,0.42,4.466,0.64,1.106
Sandy,7.5,0.05,0.3,29.8,51,15,0.42,0.18,4.417,0.52,3.787
Sandy,7.9,0.11,0.27,15.7,95,17,0.22,0.12,1.311,0.62,2.061
Red,8.1,0.06,0.36,2.5,49,6,0.25,0.24,2.233,0.46,2.004
Black,8.1,0.08,0.26,1.3,35,37,0.3,1.14,2.379,0.84,2.546
Sandy,8.2,0.18,0.34,3.8,116,19,0.25,0.78,2.524,0.78,1.391
Red,7.5,0.08,0.46,12.6,56,16,0.21,0.12,3.204,0.52,1.55
Red,8.2,0.12,0.39,12.6,112,8,0.44,0.06,2.573,1.1,1.205
Sandy,4.3,0.12,0.42,29.1,54,16,0.18,0.6,23.67,0.161,1.498
Sandy,4.3,0.14,0.37,21.9,57,10,0.18,0.6,20.16,0.087,1.656
Sandy,4.3,0.13,0.51,22.8,49,1,0.18,0.78,23.28,0.186,1.601
Sandy,4.3,0.12,0.39,23.8,48,13,0.16,0.72,19.77,0.211,1.688
Sandy,4.3,0.13,0.47,25.2,46,10,0.1,0.72,18.2,0.012,1.593
Sandy,4.3,0.13,0.54,29.1,66,20,0.12,0.24,21.98,0.136,1.751
Sandy,4.3,0.13,0.51,20.4,67,46,0.11,0.36,20.42,0.136,1.751
Sandy,4.3,0.13,0.45,17.5,59,12,0.09,0.54,18.67,0.112,1.625
Sandy,4.3,0.13,0.44,21.4,48,9,0.08,0.84,17.18,0.087,1.656
Sandy,4.3,0.13,0.58,26.7,53,13,0.07,1.14,15.36,0.136,1.845
Sandy,4.3,0.13,0.55,27.7,56,14,0.07,0.9,18.54,0.161,1.751
Sandy,4.4,0.13,0.53,25.7,54,19,0.12,0.6,18.73,0.161,2.129
Sandy,4.9,0.09,0.51,14.1,180,12,0.28,0.96,18.47,0.31,5.694
Sandy,4.9,0.08,0.58,12.1,159,13,0.27,0.72,18.02,0.261,9.448
Sandy,5.1,0.11,0.58,9.7,127,10,0.3,1.02,19.58,0.335,13.23
Sandy,4.9,0.09,0.6,9.7,230,12,0.29,0.9,19.9,0.36,12.89
Sandy,5,0.1,0.64,9.2,197,11,0.23,0.96,15.94,0.236,11.4
Sandy,4.3,0.13,0.46,21.4,67,13,0.09,1.02,15.88,0.012,3.044
Sandy,4.8,0.09,0.64,16.5,214,2,0.23,0.84,14.19,0.236,6.514
Sandy,4.7,0.09,0.59,11.2,153,12,0.28,0.72,18.16,0.211,6.798
Red,5.8,0.12,1.26,4.4,89,13,1.08,0.24,35.84,2.182,23.34
Red,5.6,0.15,1.65,4.9,61,13,0.79,0.42,36.79,1.989,29.86
Red,5.6,0.15,2,4.9,68,13,0.69,0.78,41.31,2.072,31.67
Red,5.9,0.1,1.57,4.4,92,13,0.62,0.84,20.73,1.547,27.01
Red,5.9,0.13,1.76,3.9,163,14,1.19,0.18,28.25,2.459,29.74
Black,5.9,0.16,1.97,3.4,187,13,1.43,0.54,26.26,3.195,32.93
Red,6.2,0.08,1.82,4.9,126,12,0.58,0.72,27.66,2.182,20.54
Red,6.2,0.11,1.79,3.9,123,14,2.31,1.44,25.11,3.066,35.51
Red,6.6,0.34,1.72,3.4,104,12,1.63,0.18,24.31,2.628,21.18
Red,6.3,0.23,1.68,4.9,115,13,1.31,1.86,29.49,2.735,23.11
Red,6.4,0.18,1.75,4.9,112,12,0.87,0.3,28.54,3.392,25.66
Red,6.3,0.17,1.8,4.4,92,13,0.95,0.12,29.17,3.785,27.23
Red,7.1,0.75,1.71,27.7,103,13,2.24,1.86,7.226,2.293,3.095
Red,6.5,0.17,1.67,11.2,35,14,1,0.36,30.36,2.652,26.89
Red,6.5,0.13,1.63,4.9,75,17,0.91,1.02,28.25,1.657,26.18
Red,6.4,0.11,1.65,5.3,95,13,1.39,1.68,31.9,3.039,31.18
Red,6.5,0.11,1.73,4.9,137,14,0.95,0.66,26.28,1.878,24.74
Red,6.3,0.1,1.8,4.4,102,39,1.86,1.32,38.32,3.343,41.46
Red,6,0.12,1.75,3.9,93,13,1.6,0.42,36.28,3.011,40.05
Red,6.2,0.08,1.62,4.9,61,13,0.35,0.78,25.84,1.602,14.59
Sandy,6.4,0.29,1.46,53.9,167,67,1.61,2.34,57.86,3.541,10.55
Sandy,6.3,0.22,1.89,42.7,168,79,0.9,0.72,73.25,4.013,14.06
Sandy,6.3,0.18,1.29,66,158,49,0.91,0.3,70.85,3.412,13.37
Sandy,6.1,0.21,1.46,65.6,152,29,0.88,1.5,69.06,3.155,12.05
Sandy,6.1,0.21,1.6,54.9,111,32,0.94,0.36,72.31,3.197,12.29
Sandy,6.1,0.25,1.41,69.9,109,28,0.88,0.24,69.57,3.069,13.7
Sandy,6.2,0.21,1.14,67,108,27,0.87,0.54,70.43,3.24,12.68
Sandy,6.1,0.24,1.3,65.1,108,24,0.94,0.48,72.22,3.627,13.4
Sandy,6.2,0.24,1.2,62.2,94,27,1.03,0.66,74.96,3.755,13.07
Sandy,6.3,0.21,1.32,66,96,27,1.04,0.42,71.79,3.455,13.67
Sandy,6.2,0.2,1.52,67,269,26,1.18,0.66,75.56,3.927,15.28
Sandy,6.2,0.23,1.39,62.6,186,34,1.04,0.72,73.33,3.155,13.07
Sandy,6.2,0.2,1.4,68,177,33,1.03,0.42,74.27,2.854,12.59
Sandy,6.1,0.18,1.46,65.6,296,23,1.07,0.48,75.21,2.854,12.26
Sandy,6.2,0.19,1.24,68.9,166,23,1.1,0.72,76.24,3.326,17.17
Sandy,6.2,0.25,1.48,67,158,28,1.15,0.54,75.9,3.455,15.35
Sandy,6.6,0.46,1.03,38.4,167,30,3.85,0.78,46.75,3.369,15.28
Sandy,7.3,0.4,1.23,33,157,55,3.63,1.86,26.15,3.584,14.48
Sandy,7.4,0.45,1.27,38.4,129,60,3.48,1.74,21.2,3.798,17.05
Sandy,7.4,0.45,1.48,49,111,72,3.42,1.62,21.37,3.412,14.06
Red,6.4,0.09,0.32,2.9,77,22,1.72,0.552,12.75,1.982,14.69
Red,7.1,0.1,0.91,19.4,42,19,1.36,2.064,9.847,3.277,12.61
Sandy,7.1,0.14,0.77,45.2,96,20,4.58,1.464,9.771,4.391,3.944
Sandy,6.9,0.41,1.04,49,176,10,1.94,1.224,12.9,1.878,5.426
Sandy,7.2,0.17,0.57,11.7,141,20,2.79,1.56,23.65,1.101,19.31
Red,7,0.32,1.04,23.3,184,13,4.93,1.008,43.36,1.464,21.02
Red,6.9,0.22,1.16,38.8,106,12,4.52,1.2,29.31,1.749,12.81
Red,7,0.28,1.37,34,84,17,2.69,1.824,47.4,0.816,9.278
Red,6.9,0.12,1.12,14.1,122,13,2.04,1.248,42.44,4.469,9.241
Red,6.9,0.11,1.22,18,170,13,2.14,1.176,37.33,3.769,9.13
Red,6.6,0.1,1.09,12.6,160,17,3.01,1.272,45.73,1.101,10.91
Red,7.1,0.13,0.96,3.4,168,11,3.87,2.256,64.81,2.034,6.307
Red,7.2,0.05,0.35,5.8,50,19,1.5,1.944,16.11,1.749,5.722
Red,7.4,0.05,0.43,3.4,45,29,0.98,1.464,8.092,6.01,4.574
Red,6.5,0.11,0.51,3.9,24,33,0.96,0.456,38.09,6.34,6.093
Red,6.1,0.13,0.71,3.4,25,44,1.12,0.024,37.71,8.148,5.537
Red,6.3,0.1,1.27,2.9,68,46,3.33,1.32,30.23,4.85,7.611
Red,6.3,0.41,0.58,10.7,32,30,6.08,1.248,23.05,20.4,11.43
Red,6.9,0.42,2.45,62.2,26,13,6.75,1.248,32.06,3.6,20.46
Red,7.1,0.09,0.42,11.7,39,21,1.93,1.5696,12.52,3.52,8.204
Sandy,5.6,0.07,0.43,27.3,34,74,0.36,2.04,23.69,0.242,11.31
Sandy,6.6,0.1,0.47,25.3,194,96,0.61,1.8,23.25,0.423,6.738
Sandy,6.5,0.23,0.6,26.9,44,93,0.27,1.98,12.84,0.262,9.477
Red,7.8,0.09,0.79,18.5,259,49,0.76,1.56,9.511,1.532,25.72
Red,7.8,0.09,0.26,39.2,108,29,0.87,1.2,13.86,1.069,15.38
Sandy,8.7,0.08,0.12,24.1,83,83,0.81,1.2,5.208,0.746,5.523
Red,8.4,0.1,0.47,16.1,60,71,0.83,1.44,8.826,2.198,28.05
Sandy,8,0.12,0.36,21.3,156,27,0.5,1.26,11.32,0.544,9.579
Sandy,8.3,0.09,0.78,37.7,148,21,1.22,1.38,6.968,1.452,20.5
Red,7.4,0.06,0.53,25.2,53,19,0.36,1.44,20.12,1.371,14.64
Red,7.2,0.09,0.23,49.9,56,25,0.32,1.32,11.91,1.512,19.77
Red,7.2,0.13,0.1,30.9,287,81,0.84,1.5,13.9,0.625,16.34
Red,7.5,0.12,0.57,55.2,113,83,0.87,1.62,12.79,0.383,5.714
Black,7.5,0.11,0.33,21.1,69,45,0.26,1.44,7.408,0.968,13.41
Black,7.3,0.13,0.55,29.8,213,87,0.51,1.26,23.25,0.605,7.314
Red,6.2,0.09,0.43,30.8,50,125,0.37,1.2,23.89,1.371,10.87
Red,6.5,0.07,0.32,19.7,66,24,0.2,1.44,9.804,0.948,13.2
Red,6.2,0.09,0.42,27,44,21,0.3,1.32,17.14,0.343,11.98
Red,7.2,0.06,0.06,22,59,31,0.47,1.32,8.044,0.665,5.716
Black,7.4,0.06,0.3,18.7,73,23,0.66,1.5,21.93,1.915,29.13
Red,5.7,0.11,0.39,56.3,100,15,0.53,0.54,17.57,0.335,2.029
Red,5.9,0.14,0.38,58.8,98,17,0.53,0.48,18.35,0.352,2.486
Red,6,0.16,0.34,47.6,95,8,0.62,0.42,17.18,0.413,2.857
Red,6,0.17,0.27,50.5,127,10,0.56,0.6,15.45,0.453,3.829
Red,6,0.19,0.33,40.8,117,14,0.59,1.08,14.43,0.65,2.829
Red,5.5,0.19,0.31,44.7,115,12,0.63,1.5,13.73,0.65,2.886
Red,5.9,0.16,0.3,52,105,14,0.56,0.36,15.06,0.571,2.6
Red,6,0.16,0.36,50,98,8,0.48,0.9,14.43,0.453,2.4
Red,6.1,0.13,0.36,40.3,108,10,0.5,0.78,11.445,0.531,2.171
Red,6.6,0.21,0.33,30.1,111,2,0.83,0.6,20.86,0.61,2.24
Sandy,6.4,0.18,0.34,43.2,143,2,0.16,0.3,21.88,0.295,6.971
Sandy,6,0.18,0.29,39.3,120,8,0.32,0.54,21.96,0.341,7.343
Sandy,6.1,0.2,0.35,40.3,117,4,0.44,0.24,16.94,0.335,6.971
Sandy,6.1,0.18,0.42,42.2,105,2,0.39,0.66,16.94,0.374,5.743
Sandy,6,0.16,0.45,44.2,111,3,0.3,0.24,17.8,0.335,6.057
Sandy,6,0.18,0.47,45.2,106,2,0.31,0.36,8.235,0.295,2.714
Sandy,6,0.19,0.33,44.7,89,2,0.34,1.68,23.69,0.217,3.743
Sandy,6.3,0.19,0.4,44.2,94,2,0.31,0.72,19.06,0.217,6.686
Sandy,6.3,0.22,0.43,44.7,100,2,0.27,0.72,18.43,0.217,5.829
Sandy,6,0.21,0.39,53.4,115,16,0.3,0.6,19.61,0.295,6.114
Sandy,5.3,0.06,0.5,7.8,70,23,0.46,0.78,23.11,0.628,19.8
Sandy,5.3,0.05,0.28,10.2,94,25,0.42,0.48,21.55,0.601,16.79
Sandy,5.1,0.05,0.57,19.4,83,24,0.45,0.54,23.53,0.601,19.1
Sandy,5.3,0.06,0.59,20.4,83,18,0.45,0.9,23.53,0.628,14.24
Sandy,5.2,0.06,0.36,13.1,69,26,0.5,0.72,22.12,0.684,19.25
Sandy,5.1,0.04,0.5,13.6,72,21,0.44,0.36,22.61,0.745,18.44
Sandy,5.3,0.08,0.53,11.7,79,21,0.42,0.96,22.97,0.573,18.69
Sandy,5.2,0.05,0.5,14.1,77,17,0.42,0.48,23.18,0.684,17.23
Sandy,5.3,0.05,0.41,11.2,73,23,0.42,0.9,20.64,0.601,17.76
Sandy,5.1,0.04,0.43,12.1,77,23,0.46,0.42,22.69,0.712,18.07
Sandy,5.1,0.03,0.5,10.7,79,23,0.42,0.66,23.18,0.684,20.81
Sandy,5.2,0.04,0.65,10.7,77,18,0.37,0.54,21.98,0.601,19.31
Sandy,5.1,0.04,0.5,9.2,73,20,0.39,0.42,22.12,0.545,18.5
Sandy,5.1,0.04,0.64,10.2,69,23,0.45,0.66,22.4,0.601,21.31
Sandy,5.2,0.04,0.55,10.7,65,22,0.44,1.08,21.55,0.628,20.44
Sandy,5.4,0.08,0.62,9.7,69,22,0.4,0.9,21.7,0.796,19.41
Sandy,5.3,0.05,0.52,9.7,74,17,0.39,0.9,20.99,0.517,19.13
Sandy,5.3,0.04,0.57,10.7,71,15,0.38,0.42,22.19,0.573,18.63
Sandy,5.2,0.04,0.51,9.7,68,13,0.48,0.78,23.18,0.712,18.22
Sandy,5.3,0.04,0.5,10.2,68,22,0.45,0.78,23.18,0.656,15.2
Black,6.8,0.09,0.3,39.9,64,36,0.62,1.56,23.89,2.137,30.99
Black,7,0.02,0.2,14.7,39,48,0.29,1.32,24.62,0.645,31.68
Red,8.2,0.11,0.28,17.5,79,58,0.4,1.8,9.853,2.298,35.65
Red,8.1,0.06,0.1,26.8,100,80,0.55,1.5,7.359,2.56,9.567
Black,8.7,0.08,0.35,12.7,75,97,0.54,1.26,12.59,2.923,31.64
Black,9.3,0.09,0.77,19.5,146,95,0.66,1.5,7.555,2.48,11.2
Black,8.1,0.02,0.54,23.1,66,86,0.29,1.26,8.778,1.25,18.75
Sandy,7.4,0.05,0.23,15,27,31,0.34,1.44,9.756,1.21,16.79
Red,8.5,0.05,0.38,26.7,136,79,0.31,1.26,8.337,2.097,10.39
Sandy,7.9,0.1,0.4,20.4,59,77,0.42,1.44,7.897,1.956,17.68
Sandy,7.4,0.12,0.22,11.1,62,66,1.25,1.56,17.78,0.887,18.11
Red,8.4,0.09,0.23,16.5,61,24,0.29,1.44,7.995,1.835,8.418
Red,8.6,0.11,0.22,36.2,57,33,0.5,1.5,17.09,0.948,12.61
Sandy,8.4,0.04,0.21,18,73,34,0.31,1.68,9.609,1.069,12.34
Red,8.7,0.08,0.29,9.2,158,28,0.33,1.5,9.658,1.754,11.26
Sandy,8.3,0.09,0.77,32.8,78,28,0.87,1.32,14.74,0.645,18.09
Red,7.8,0.05,0.67,21.6,191,26,0.72,1.44,8.924,0.988,11.8
Black,7.5,0.12,0.67,46.8,93,50,1.06,1.68,14.74,0.988,24.38
Black,7.6,0.08,0.7,13.3,69,62,0.77,1.56,17.82,2.198,11.88
Red,8.1,0.07,1.14,14.1,258,39,0.55,1.44,7.604,3.548,34.82
Sandy,8.3,0.11,0.84,12.7,184,46,0.27,0.24,2.33,1.18,3.117
Sandy,8.4,0.14,0.94,53.4,258,25,0.73,0.3,2.282,1.1,2.603
Sandy,8,0.19,0.71,63,255,22,0.51,0.3,1.893,0.76,4.158
Sandy,6.7,0.13,0.56,34.5,66,11,0.47,0.72,11.55,1.32,25.57
Sandy,6.4,0.12,0.45,50.8,55,15,0.39,0.12,8.932,1.1,21.11
Red,6.9,0.11,1.16,14.3,251,9,0.49,0.9,4.563,2.56,7.254
Sandy,7.4,0.14,0.59,35.3,104,19,0.43,0.12,3.689,1.2,4.544
Red,7.5,0.08,0.52,44.4,222,47,0.19,0.42,2.864,1,2.299
Sandy,7.5,0.07,0.39,37.5,235,15,0.33,1.62,1.892,1.31,1.92
Sandy,7.4,0.07,0.47,58.1,204,16,0.55,0.48,5.437,0.96,2.874
Sandy,8.1,0.24,0.66,16.7,257,14,0.42,0.3,2.379,1.2,4.914
Red,8.1,0.24,1.27,13,253,43,0.35,0.54,1.505,0.58,1.919
Red,7.4,0.2,0.43,9.3,124,23,0.33,0.12,2.718,0.84,2.461
Sandy,7,0.22,0.5,8.7,106,38,0.35,0.06,3.447,0.86,2.718
Sandy,8.2,0.14,0.91,50.8,254,47,0.66,0.24,1.893,0.98,1.519
Sandy,7.9,0.17,0.42,30.2,86,20,0.41,0.66,2.524,0.74,0.72
Red,8.6,0.18,0.98,26.8,192,5,0.31,0.36,1.359,0.92,0.806
Red,7,0.15,0.56,32.3,164,2,0.32,0.18,4.854,0.66,12.15
Black,7.6,0.22,1.42,13.7,258,5,0.35,0.72,1.65,0.52,1.562
Black,8.3,0.16,0.8,50.7,240,4,0.68,1.02,1.99,1.02,1.99
Sandy,8.3,0.13,0.8,13.6,249,37,0.25,0.12,3.525,1.472,5.529
Sandy,7.8,0.16,0.66,20.2,55,44,0.41,0.12,16.76,0.911,10.41
Black,8.2,0.13,0.08,11.4,7,35,0.43,0.18,4.053,0.864,5.904
Sandy,8.8,0.1,0.21,10.1,114,37,0.25,0.12,3.333,1.472,1.911
Black,8.7,0.13,0.03,9.4,38,32,0.27,0.06,4.396,1.706,3.987
Sandy,8.8,0.12,0.33,14.8,260,28,0.22,0.3,3.237,1.846,1.941
Sandy,8.9,0.1,0.15,10.6,34,34,0.19,0.12,2.947,1.659,1.918
Sandy,8.9,0.12,0.21,8.2,35,47,0.2,0.3,3.527,1.615,3.9
Black,8.8,0.13,0.24,8.4,263,75,0.2,0.24,3.72,1.472,4.763
Black,8.2,0.13,0.46,36.5,142,96,0.42,0.24,8.261,1.379,3.985
Black,7.8,0.08,0.37,20.8,88,38,0.45,0.24,9.903,1.799,10.44
Black,7.6,0.15,1.39,24,250,43,0.45,0.24,5.169,1.051,6.177
Black,8.7,0.37,0.52,19.6,249,43,0.41,0.18,6.812,1.472,22.7
Red,8.7,0.18,2.19,11.6,175,42,0.33,0.24,2.56,1.379,3.788
Red,8.7,0.12,0.63,23.3,52,48,0.6,0.06,2.56,1.005,5.29
Sandy,8,0.18,0.5,22.8,112,44,0.77,0.24,0.152,0.678,1.024
Sandy,7.9,0.08,0.4,31.2,217,35,0.5,0.3,5.459,0.771,5.631
Red,8.6,0.12,0.19,11.6,202,7,0.38,0.3,3.527,1.706,1.789
Sandy,7.5,0.1,0.64,14.8,183,39,0.54,0.18,16.18,2.967,22.05
Red,7.6,0.1,0.14,15.6,64,51,0.41,0.18,4.783,1.145,2.56
Black,6,0.2,1.4,38.4,168,40,2.24,0.96,43.16,2.854,12.23
Black,6.1,0.2,0.17,41.8,177,40,1.19,1.62,66.41,2.682,12.74
Black,6,0.18,1.4,39.3,121,44,0.98,1.02,65.56,2.597,12.8
Black,5.9,0.16,1.26,31.6,111,18,0.94,0.84,67.78,2.725,11.69
Black,6,0.2,1.61,31.1,125,35,0.97,1.5,70,2.768,10.61
Black,6,0.16,1.54,40.3,111,16,1.16,2.22,71.45,3.026,9.506
Black,5.9,0.14,1.28,45.2,121,14,1.08,2.16,72.39,3.24,10.04
Black,5.9,0.12,1.34,33.5,219,25,0.81,1.32,71.11,3.155,10.16
Black,5.9,0.14,1.27,36.4,255,24,0.72,0.66,70.17,3.155,10.58
Black,5.8,0.15,1.24,30.1,37,14,0.88,1.62,71.45,3.24,9.805
Black,5.9,0.16,1.14,28.2,5,12,1.07,1.26,71.28,3.197,10.34
Black,5.9,0.2,1.35,31.6,101,14,0.92,1.62,70.26,2.725,13.64
Black,6,0.2,1.31,31.6,285,41,1.2,0.84,65.64,2.983,13.7
Black,6,0.19,1.18,28.6,281,16,0.93,0.9,66.07,2.897,14.36
Black,6,0.2,1.04,29.6,98,13,0.91,2.46,64.53,2.511,13.55
Black,5.9,0.21,1.06,4.4,96,10,0.9,1.02,66.84,3.026,13.55
Black,6,0.23,1.19,35.4,270,16,0.96,2.64,65.04,3.026,12.23
Black,6,0.22,1.22,26.7,235,8,0.98,0.9,64.19,2.94,11.99
Black,6,0.22,1.17,35.9,158,15,1.15,1.56,66.15,3.412,13.94
Black,6,0.23,1.23,30.6,102,13,1.15,0.66,66.67,3.369,14.75
Black,7.6,0.21,0.96,45.1,231,39,0.91,1.74,4.541,1.765,4.216
Red,7,0.01,0.77,24.8,66,53,0.67,1.02,4.919,2.273,6.116
Black,7.5,0.01,0.68,14.3,165,67,0.76,1.74,3.243,2.059,6.123
Black,7.5,0.01,0.85,21.9,109,100,1.49,1.08,3.405,1.765,2.225
Red,7.5,0.03,0.7,20.4,94,75,6.65,1.26,2.973,1.497,2.189
Red,7.6,0.09,0.69,12.5,284,49,0.67,0.78,3.135,1.417,3.184
Red,7.2,0.35,0.8,39.4,76,84,0.69,1.08,4.378,1.604,6.78
Red,6,0.2,0.86,20.4,45,112,0.38,1.02,10.16,2.433,22.52
Red,7.4,0.22,0.59,29.3,231,89,0.42,0.78,3.135,1.337,2.458
Red,7,0.19,0.68,17.7,100,78,0.67,0.9,6.432,2.193,9.979
Black,6.8,0.08,0.38,23.9,109,30,0.46,0.9,4.649,1.551,5.975
Black,7.5,0.2,1,12.1,147,70,0.28,0.54,2.757,1.39,2.966
Red,7.6,0.19,0.59,9.3,145,70,0.4,0.96,3.081,1.791,3.03
Black,6.9,0.19,0.64,25.9,119,80,0.61,1.2,4.595,1.684,6.335
Black,6,0.16,0.93,17.1,42,119,0.49,0.9,8.372,1.925,14.77
